Brand,Name,Anchal,Type,Condition,Used For,Lot No,Price,Mileage,Engine,Make Year,Kilometers
UnKnown,UnKnown,Bagmati,Standard,Excellent,10 years,25,80000,40,150,2007,
benelli,tnt,Bagmati,Sports,Like New (used few times),18 months,80,549000,20,300,2016,9000
bajaj,ns,Bagmati,Sports,Like New (used few times),1 year,85,235000,35,209,2017,18000
bajaj,pulsar,Bagmati,Sports,Excellent,,45,115000,,220,2010,
UnKnown,UnKnown,Bagmati,Sports,Excellent,3 years,67,170000,40,150,1015,34k
UnKnown,UnKnown,Bagmati,Cruiser,Excellent,5 years,55,375000,40,500,2014,"40,000"
bajaj,pulsar,Bagmati,Sports,Like New (used few times),,73,183000,35,200,2016,18000
UnKnown,UnKnown,Bagmati,Sports,Excellent,2 years,65,225000,15,150,2016,15000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),Few time,90,240000,,150,2017,1360
bajaj,UnKnown,Gandaki,Sports,Excellent,3 years,10,250000,30,199.5,2015,25000
bajaj,pulsar,Bagmati,Sports,Excellent,,62,175000,35,220,2014,29k
hero,splendor,Bagmati,Standard,Excellent,7 years,48,135000,,100,2068,10300
hero,xtreme,Dhawalagiri,Standard,Excellent,7 year,1,80000,35,150,2011,
honda,dio,Bagmati,Scooty,,,50,58000,,,,
suzuki,access,Bagmati,Sports,Excellent,,39,55000,,125,2010,
bajaj,pulsar,Gandaki,Standard,Excellent,,4,60000,30,200,2009,
honda,dio,Bagmati,Scooty,,,52,82000,40,110,2012,30000
UnKnown,UnKnown,Bagmati,Sports,Excellent,,71,105000,,125,,
honda,aviator,Narayani,Scooty,Like New (used few times),7 month,50,170000,45,110,2017,6500
UnKnown,UnKnown,Bagmati,Sports,Excellent,,71,149000,,160,2015,
yamaha,fz,Bagmati,Standard,Excellent,2 Years,72,175000,42,149,2016,18000
yamaha,r15,Bagmati,Sports,Excellent,,61,149000,,150,2011,
enfield,classic,Bagmati,Cruiser,Excellent,5 month ,92,460000,,350,2018,5800
yamaha,UnKnown,Bagmati,Sports,Like New (used few times),,84,202000,45,150,2017,13000
yamaha,ray,Bagmati,Scooty,Excellent,4 Years,63,87000,50,110,2014,
yamaha,fz,Bagmati,Sports,Excellent,,87,299000,,250,2017,8000
UnKnown,UnKnown,Bagmati,Sports,,,70,200000,,,,
UnKnown,UnKnown,Bagmati,Sports,Excellent,,62,163000,40,220,,45000
honda,dio,Bagmati,Scooty,Excellent,,53,88000,38,110,2012,
ktm,duke,Bagmati,Sports,Like New (used few times),,86,545000,25,390,2017,
bajaj,avenger,Bagmati,Cruiser,Excellent,1.5 years,83,195000,40,150,2017,12500
bajaj,pulsar,Bagmati,Standard,Excellent,1yrs,84,187000,40,150,2017,
bajaj,pulsar,Bagmati,Standard,Excellent,1yrs,83,215000,40,220,2017,
honda,dio,Narayani,Scooty,Excellent,5 years ,22,99999,40,110,,21000
UnKnown,UnKnown,Bagmati,Sports,Excellent,,91,445000,,350,2017,8000
UnKnown,UnKnown,Bagmati,Sports,Excellent,,22,38000,,125,,
honda,unicorn,Bagmati,Standard,Excellent,,47,750000,,150,,
mahindra,rodeo,Bagmati,Scooty,Excellent,5 years,51,60000,40,125,2011,15000
honda,aviator,Bagmati,Sports,Excellent,,54,95000,,110,2012,16000
ktm,duke,Bagmati,Sports,Excellent,2 yr,69,280000,35,200,2016,18000
bajaj,pulsar,Bagmati,Standard,Like New (used few times),4 month ,94,280000,40,220,2018,4493
hero,xtreme,Bagmati,Standard,Excellent,5yrs,32,70000,40,150,2009,Km
benelli,tnt,Bagmati,Standard,Excellent,4 months runni,93,240000,40,135,2018,4400
ktm,duke,Bagmati,Sports,Excellent,,60,265000,,375,2013,
enfield,classic,Bagmati,Standard,Excellent,3months,70,300000,30,350,2015,20000
bajaj,avenger,Bagmati,Cruiser,Like New (used few times),6mnth,92,259000,40,220,2016,4000
bajaj,avenger,Bagmati,Sports,Excellent,,54,127000,,220,2012,
bajaj,pulsar,Bagmati,Standard,Excellent,,78,185000,,,,18000
benelli,UnKnown,Bagmati,Sports,Like New (used few times),2months,90,730000,30,300,2018,1700
honda,aviator,Bagmati,Scooty,Excellent,,77,128000,40,110,2016,
honda,unicorn,Gandaki,Sports,Like New (used few times),,14,215000,55,163,2017,5000
yamaha,fz,Bagmati,Standard,Excellent,,73,168000,45,150,,
benelli,tnt,Bagmati,Sports,Excellent,6month,90,700000,,300,2017,4000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),,91,138000,60,125,2018,7000
honda,crf,Bagmati,Sports,Excellent,,91,750000,,400,2017,6000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),12 months,83,218000,38,220,2017,10500
honda,hornet,Lumbini,Sports,Excellent,2years ,29,200000,49,160,,21000
tvs,apache,Bagmati,Sports,Excellent,Years,80,195000,45,200,2017,20350
yamaha,fz,Bagmati,Sports,Excellent,5years,41,80000,32,153,2013,35000
hero,UnKnown,Bagmati,Scooty,Like New (used few times),2 yrs,81,110000,35,110,2016,11500
UnKnown,UnKnown,Bagmati,Standard,Excellent,Few time,32,52000,55,106,2008,19700
honda,hornet,Bagmati,Standard,Excellent,2year3 month,79,2010000,50,160c,2016,15000+
yamaha,fz,Bagmati,Sports,Like New (used few times),2016,79,185000,,150,2016,16400
bajaj,pulsar,Bagmati,Standard,Excellent,2 years,74,188000,30,220,2015,25000
UnKnown,UnKnown,Bagmati,Scooty,Like New (used few times),1mnth,96,1800000,45,125,2018,900
UnKnown,UnKnown,Bagmati,Standard,Excellent,8years,20,15000,88,99,3030,hh
bajaj,pulsar,Bagmati,Sports,Like New (used few times),1.9 ,77,192000,30,220,,19k 
tvs,UnKnown,Bagmati,Scooty,Excellent,,92,138000,34,110,2018,4900
yamaha,UnKnown,Bagmati,Sports,Excellent,,51,98000,42,150,2012,23500
bajaj,pulsar,Bagmati,Sports,Excellent,2 years  ,68,160000,26,220,2015,31000
tvs,apache,Bagmati,Standard,Excellent,,84,210000,35,200,,14000
crossfire,UnKnown,Bagmati,Dirt,Like New (used few times),,92,500000,,W50,,5400
bajaj,pulsar,Gandaki,Standard,Like New (used few times),2months,15,275000,46,220,2017,1600
yamaha,r15,Mechi,Sports,Excellent,,8,175000,55,150,2015,16000
suzuki,UnKnown,Bagmati,Standard,,,38,69999,,150,,
UnKnown,UnKnown,Bagmati,Standard,Excellent,3.3.4,65,800000,25,110,2015,16000
ktm,duke,Bagmati,Sports,Like New (used few times),2 month,93,410000,30,200,2018,1600
bajaj,pulsar,Bagmati,Standard,Excellent,2.5 year,68,165000,40,150,2015,34000+
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),1 month ,78,157000,56,125,2018,450
yamaha,r15,Bagmati,Sports,Like New (used few times),3 years,71,189000,40,150,2015,"30,000"
honda,unicorn,Bagmati,Standard,Good/Fair,,28,65000,40,150,,2500
honda,dio,Bagmati,Scooty,Excellent,,67,119000,38,109,,25000
yamaha,fz,Bagmati,Sports,Excellent,,31,85000,35,150,2009,42000
honda,activa,Koshi,Scooty,Excellent,3 year,13,80000,45,100,2013,25000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),25 days,95,480000,30,350,2018,800
enfield,classic,Bagmati,Cruiser,Excellent,1.5 years,81,380000,35,350,2016,12000
bajaj,pulsar,Bagmati,Standard,Excellent,2 yrs,26,75000,35,200,2008,40000
hero,xtreme,Bagmati,Standard,Excellent,,48,75000,45,150,2011,44000
enfield,UnKnown,Bagmati,Standard,Excellent,2 years,54,230000,30,350,,40000
UnKnown,UnKnown,Bagmati,Standard,Excellent,3year,18,25000,45,125,2005,4566
bajaj,pulsar,Bagmati,Standard,Excellent,2year,64,125000,45,150,2014,5788
honda,aviator,Bagmati,Scooty,Like New (used few times),6 month,92,170000,40,109.,2018,4500
yamaha,fascino,Bagmati,Scooty,Like New (used few times),,80,148000,,110,2016,6600
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,93,268000,,220,2017,2500
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),,88,235000,35,200,2017,12000
bajaj,avenger,Bagmati,Cruiser,Like New (used few times),2 years,75,190000,35,220,2016,16400
enfield,classic,Bagmati,Cruiser,Excellent,,85,410000,,350,2017,12000
bajaj,avenger,Bagmati,Cruiser,Excellent,,50,105000,,220,2012,50000
bajaj,ns,Bagmati,Sports,Excellent,4 yrs,61,113000,35,150,2014,20000+
bajaj,discover,Bagmati,Sports,Excellent,4 yr,61,89000,55,125,2013,25k
hero,UnKnown,Bagmati,Standard,Good/Fair,6yrs,38,70000,45,100,2012,50000
bajaj,pulsar,Bagmati,Sports,Excellent,2 yr,76,164000,45,150,2016,22k
bajaj,ns,Bagmati,Sports,Excellent,2 yr,75,186000,35,200,2016,22k
bajaj,pulsar,Bagmati,Sports,Excellent,3 yr,68,144000,45,150,2015,15k
yamaha,fz,Bagmati,Standard,Excellent,3 years,72,180000,40,150,,38000
UnKnown,UnKnown,Bagmati,Standard,Excellent,,39,85000,35,150,2012,49125
yamaha,fascino,Bagmati,Scooty,Excellent,,82,125000,35,113,2016,
bajaj,pulsar,Bagmati,Sports,Excellent,,70,127000,45,150,2015,
yamaha,fz,Bagmati,Standard,Excellent,3 month,57,110000,40,150,2014,40000
yamaha,UnKnown,Bagmati,Sports,Excellent,8month,89,230000,45,,2017,9500
yamaha,r15,Bagmati,Sports,,,35,50000,,,,
UnKnown,UnKnown,Bagmati,Cruiser,Excellent,3 years,72,370000,30,350,2015,20000
yamaha,fz,Bagmati,Standard,Like New (used few times),11months,86,265000,,150,2018,6600
bajaj,ns,Bagmati,Cruiser,Excellent,,53,135000,,200,,
bajaj,pulsar,Bagmati,Cruiser,Excellent,,55,135000,,220,,
honda,aviator,Bagmati,Scooty,Good/Fair,3 months,51,80000,35,109,2012,29000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),2017,87,270000,35,200,2017,4793
enfield,classic,Narayani,Cruiser,Excellent,,20,275000,22,350,2011,40000
honda,cbr,Bagmati,Sports,,4 years ,60,300000,25,250,2013,29000
honda,UnKnown,Bagmati,Scooty,Good/Fair,1 year,75,140000,45,110,2016,11200
bajaj,pulsar,Narayani,Sports,Like New (used few times),,38,195000,45,220,2015,17500
bajaj,pulsar,Bagmati,Standard,,4 year,41,90000,35,150,,
enfield,classic,Bagmati,Standard,Excellent,,59,260000,30,350,2013,31000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),2017,89,269000,35,200,2017,6500
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),7 months,91,475000,28,,2017,2800
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),3years ,67,140000,45,150,2015,23000
UnKnown,UnKnown,Bagmati,Standard,Excellent,,76,188000,35,220,2016,23000
yamaha,r15,Sagarmatha,Sports,Good/Fair,4 years,3,145000,45,150,2013,70000
honda,dio,Bagmati,Scooty,Good/Fair,,32,50000,30,125,2009,30000
honda,aviator,Gandaki,Scooty,Like New (used few times),1 year,Ga,130000,45,,2017,9000
mahindra,duro,Narayani,Scooty,Good/Fair,,53,55000,35,125,,
honda,dio,Bagmati,Scooty,Good/Fair,6 years,50,65000,25,,2012,20000
tvs,apache,Bagmati,Sports,Like New (used few times),1 year ,88,235000,32,200,2017,6000+
yamaha,fz,Bagmati,Sports,Excellent,4 years,65,140000,40,153,2014,31000
honda,dio,Bagmati,Scooty,Excellent,2 years,69,117000,30,110,2015,15000
UnKnown,UnKnown,Janakpur,Standard,Good/Fair,1years,11,180000,45,153,2017,9000
bajaj,pulsar,Bagmati,Standard,Like New (used few times),10 months,91,275000,,200,,
yamaha,r15,Bagmati,Sports,Good/Fair,1 month,67,175000,,,,15k
UnKnown,UnKnown,Gandaki,Scooty,Like New (used few times),1 year,Ga,140000,,,,
honda,UnKnown,Bagmati,Scooty,Like New (used few times),1 Year,86,160000,40,125,,9650
ktm,duke,Bagmati,Sports,Excellent,,78,450000,,390,2016,6700
yamaha,r15,Bagmati,Sports,Excellent,,40,84000,45,150,2010,38900
yamaha,ray,Bagmati,Scooty,Excellent,,67,107000,36,113.4,2014,
bajaj,pulsar,Bagmati,Standard,,10 yrs,23,60000,40,150,2008,41600
enfield,classic,Bagmati,Standard,Excellent,,77,328000,35,350,2016,
benelli,tnt,Bagmati,Sports,Excellent,,72,478000,28,300,2015,12400
suzuki,access,Bagmati,Scooty,Like New (used few times),1.7years,78,140000,45,125,2016,7400
yamaha,r15,Bagmati,Sports,Good/Fair,,71,200000,32,150,,18502
UnKnown,UnKnown,Bagmati,Scooty,Good/Fair,2 Years,53,70000,,109,,
suzuki,gn,Bagmati,Standard,Excellent,,15,75000,35,125,2002,46153
bajaj,pulsar,Bagmati,Sports,Like New (used few times),,58,165000,35,200,2014,23500
UnKnown,UnKnown,Bagmati,Standard,Excellent,,51,90000,,,2012,
bajaj,ns,Bagmati,Standard,Excellent,7month,91,262000,45,200,2017,7000
bajaj,pulsar,Bagmati,Standard,Excellent,1.5 years ,80,180000,40.45,150,,22000
bajaj,ns,Bagmati,Sports,Like New (used few times),8months,90,265000,25,200,2017,8000
suzuki,UnKnown,Bagmati,Cruiser,Excellent,2 years,80,230000,35,150,2016,7000
enfield,classic,Lumbini,Standard,,10 month,35,400000,40,350,2017,11000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),4MONTH,93,260000,39,220,2018,4300
yamaha,r15,Bagmati,Sports,Excellent,,67,215000,45,155,2014,28000
hero,glamour,Bagmati,Standard,Excellent,3years,52,59500,55,125,2012,21000
hero,pleasure,Bagmati,Scooty,Good/Fair,3 years,64,120000,,,,
ktm,UnKnown,Bagmati,Sports,Excellent,,67,265000,,,,
bajaj,avenger,Bagmati,Cruiser,Like New (used few times),1 year,85,210000,40,220,2017,5000
honda,dio,Bagmati,Scooty,Excellent,,77,137500,35,,,19500
UnKnown,UnKnown,Lumbini,Sports,Like New (used few times),6 month,39,420000,25,250,2017,6000
yamaha,fz,Bagmati,Sports,Like New (used few times),15 months,82,205000,40,150,2017,12000
bajaj,pulsar,Bagmati,Standard,Good/Fair,,45,100000,40,149,,45000
um,UnKnown,Bagmati,Dirt,Excellent,2 years ,73,200000,35,200,2015,"11,000"
honda,shine,Bagmati,Standard,Excellent,4 years,54,100000,50,125,2013,38k
ktm,duke,Bagmati,Sports,Excellent,,54,217999,32,200,2012,35000
bajaj,avenger,Bagmati,Cruiser,Excellent,3/4yrs,63,145000,30,220,2014,22000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),7months,90,255000,32,200,2017,5509
yamaha,r15,Bagmati,Sports,Excellent,5 years,48,150000,,153,,50k +
bajaj,avenger,Gandaki,Cruiser,Good/Fair,4yrs,4,85000,40,200,2009,175000
honda,UnKnown,Bagmati,Dirt,Excellent,22 yrs,2,290000,28,250,,100000
ktm,duke,Bagmati,Sports,Excellent,2 year,73,375000,26,200,2016,6400
enfield,classic,Bagmati,Cruiser,Excellent,1.5 Years,78,410000,,350,2016,9000
bajaj,avenger,Bagmati,Cruiser,Good/Fair,5yrs,50,115000,25,220,2012,28000
honda,dio,Bagmati,Scooty,Good/Fair,2013,60,105000,30,109,2013,28000
bajaj,pulsar,Bagmati,Sports,Like New (used few times),,70,143000,35,200,2015,24000
enfield,UnKnown,Bagmati,Standard,Excellent,17 month,84,380000,35,350,,17000
UnKnown,UnKnown,Bagmati,Standard,Excellent,3 years,68,350000,33,350,2015,17000
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,Few year,32,51000,50,125,2010,44K
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),5 months,93,240000,45,149,2017,5400
UnKnown,UnKnown,Gandaki,Standard,Good/Fair,4year,9,170000,,220,2014,16000
bajaj,UnKnown,Bagmati,Standard,Excellent,3  year ,60,900000,50,125,2015,18000
honda,shine,Bagmati,Standard,Like New (used few times),,38,150000,10,165,,30000
bajaj,ns,Bagmati,Sports,Like New (used few times),8 months,91,290000,28,200,2017,5700
ktm,duke,Bagmati,Sports,Excellent,1.3 years,77,358000,30,390,2016,
bajaj,pulsar,Bagmati,Standard,Good/Fair,,44,100000,35,150,2010,
UnKnown,UnKnown,Narayani,Sports,Excellent,2 year,39,180000,35,220,2016,40000
bajaj,avenger,Bagmati,Cruiser,Good/Fair,,74,160000,42,150,,
honda,dio,Bagmati,Scooty,Excellent,3 year,60,100000,30,102,,
bajaj,pulsar,Bagmati,Standard,,,62,142000,,220,,
UnKnown,UnKnown,Bagmati,Standard,,,51,75000,,125,,
bajaj,pulsar,Bagmati,Standard,Excellent,1 month,95,282000,40,220,2018,35
UnKnown,UnKnown,Bagmati,Standard,,,91,132000,,125,,
UnKnown,UnKnown,Bagmati,Sports,,,81,203000,,200,,11000+
honda,dio,Bagmati,Scooty,Excellent,5 year,50,59000,30,110,2012,24
honda,cbr,Bagmati,Sports,,,61,273000,,250,,
UnKnown,UnKnown,Bagmati,Sports,,,85,168000,,150,,
UnKnown,UnKnown,Bagmati,Sports,,,47,73000,,180,,
ktm,duke,Bagmati,Standard,Excellent,2 years,72,295000,33,200,2016,14
UnKnown,UnKnown,Bagmati,Standard,,12 yrs,19,50000,42,125,2005,n/a
honda,dio,Bagmati,Scooty,Excellent,,40,55000,38,102,2010,22000
bajaj,pulsar,Bagmati,Sports,Excellent,,87,255000,40,220,2017,8000
bajaj,pulsar,Bagmati,Sports,Good/Fair,10 years,31,62000,40,159,2008,52000
bajaj,pulsar,Bagmati,Sports,Excellent,2 years,78,170000,40,150,2016,15000
bajaj,pulsar,Bagmati,Sports,Excellent,15 months,83,185000,40,150,2017,10000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),1 and half,92,525000,30,200,2017,2400
ktm,duke,Bagmati,Sports,Excellent,1 Yrs,71,290000,27,200,2015,25000
bajaj,pulsar,Bagmati,Standard,Like New (used few times),2 year,61,125000,40,150,2014,35000
honda,shine,Bagmati,Standard,Excellent,,35,63000,,125,,
UnKnown,UnKnown,Bagmati,Standard,Excellent,,28,45000,35,110,,
tvs,pep,Bagmati,Scooty,,,26,35000,40,110,,800000
bajaj,pulsar,Bagmati,Sports,Excellent,,49,115000,40,150,2012,50000
UnKnown,UnKnown,Bagmati,Sports,Excellent,3years,69,166000,30,220,2015,28000
suzuki,gixxer,Bagmati,Sports,Like New (used few times),2 year,75,180000,38,155,2015,2200
hartford,vr,Bagmati,Dirt,Excellent,3yrs,54,185000,,150,,
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),3 yaears,60,140000,30,220,2014,46
yamaha,UnKnown,Bagmati,Standard,Excellent,,45,60000,40,125,2011,
bajaj,pulsar,Bagmati,Sports,Like New (used few times),1.5 Years,72,170000,,150,,22000
bajaj,pulsar,Bagmati,Standard,Excellent,,73,165000,42,150,2016,33000
ktm,duke,Bagmati,Sports,Excellent,,80,355000,35,200,2016,19000
bajaj,pulsar,Bagmati,Standard,Excellent,,82,195000,45,150,2016,13000
hartford,vr,Bagmati,Dirt,Excellent,,38,150000,27,200,2009,35000
tvs,apache,Bagmati,Sports,Excellent,,90,260000,32,200,2017,3500
UnKnown,UnKnown,Bagmati,Cruiser,Excellent,3 year ,64,140000,32,220,2014,20448
honda,dio,Bagmati,Scooty,Excellent,1year,47,75000,35,120,2012,18000
hero,splendor,Bagmati,Standard,Excellent,,47,75000,50,100,2011,
tvs,apache,Bagmati,Sports,Like New (used few times),5 month,91,240000,35,200,2017,3600
bajaj,ns,Bagmati,Sports,Like New (used few times),,90,260000,35,200,,
UnKnown,UnKnown,Gandaki,Scooty,Like New (used few times),,15,200000,,220,,
bajaj,pulsar,Bagmati,Sports,Like New (used few times),22 days,96,290000,35,200,2018,500
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),9months,87,245000,32,200,2017,12000
honda,unicorn,Bagmati,Standard,Like New (used few times),,40,90000,40,160,2012,
yamaha,fz,Bagmati,Standard,Good/Fair,6 month,33,80000,30,,,48000
bajaj,discover,Bagmati,Standard,Good/Fair,,57,90000,,125,2012,41k
enfield,UnKnown,Bagmati,Standard,Excellent,,61,330000,30,350,2014,34300
bajaj,pulsar,Bagmati,Sports,Like New (used few times),,74,190000,35,220,2016,35000
yamaha,fz,Bagmati,Standard,Excellent,,60,135000,40,150,2014,37000
honda,UnKnown,Bagmati,Standard,,3.4 year,66,120000,45,150,2014,25000
UnKnown,UnKnown,Gandaki,Standard,Excellent,4.5 ,4,18000,30,100,2007,50000+
yamaha,fz,Bagmati,Standard,,,64,125000,35,153,2014,29000
bajaj,UnKnown,Bagmati,Sports,Like New (used few times),,88,400000,35,400,,7000
UnKnown,UnKnown,Bagmati,Dirt,Excellent,,65,190000,30,250,,
bajaj,ns,Bagmati,Sports,Excellent,8 months,92,268000,30,200,2018,5500
honda,dio,Bagmati,Scooty,Excellent,Almost 1year,77,140000,,,2016,18678
UnKnown,UnKnown,Bagmati,Standard,Good/Fair,7 year,40,90000,30,150,2013,31000
honda,dio,Bagmati,Scooty,Excellent,3 year,64,130000,45,109,2015,20000
bajaj,UnKnown,Janakpur,Sports,Like New (used few times),,9,250000,40,200c,,22000
UnKnown,UnKnown,Bagmati,Scooty,Like New (used few times),,85,177000,40,150,2017,11000
tvs,apache,Bagmati,Standard,Excellent,,65,128000,40,160,,
UnKnown,UnKnown,Bagmati,Standard,Excellent,,56,90000,,,,28000
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),6 months ,96,270000,45,200,2018,11000
suzuki,gixxer,Bagmati,Standard,Excellent,3 years,76,180000,45,150,,
bajaj,pulsar,Bagmati,Standard,Like New (used few times),,24,55000,,150,,
honda,xr,Lumbini,Dirt,Excellent,22 month,31,380000,,150,,
tvs,jupiter,Bagmati,Scooty,Good/Fair,,62,70000,,125,,
hartford,vr,Bagmati,Standard,Excellent,6 month,46,160000,,150,,
bajaj,ns,Bagmati,Sports,Excellent,few months,78,210000,35,200,2016,17600
UnKnown,UnKnown,Bagmati,Standard,Excellent,,30,65000,55,125,2008,
benelli,UnKnown,Bagmati,Standard,Like New (used few times),around 2 yrs,78,330000,,250,,2500
hero,cbz,Bagmati,Standard,Excellent,,51,109500,45,150,2013,26500
bajaj,pulsar,Bagmati,Sports,Like New (used few times),5 months,93,225000,40,150,2018,3796
bajaj,ns,Bagmati,Standard,Excellent,1years,53,135000,30,200,2012,50k
UnKnown,UnKnown,Bagmati,Sports,Like New (used few times),6 months ,91,430000,35,400,2017,4300
bajaj,pulsar,Bagmati,Sports,Excellent,,69,163000,40,150,2015,23405
bajaj,ns,Bagmati,Standard,Excellent,1 yrs,85,250000,30,200,2017,9500
hartford,vr,Mechi,Dirt,Excellent,9 years,5,85000,27,150,2009,30000
um,UnKnown,Gandaki,Dirt,Excellent,2 years ,13,280000,20,250,2017,14000
bajaj,UnKnown,Bagmati,Cruiser,Like New (used few times),5 month,93,500000,30,400,2018,5000
crossfire,UnKnown,Bagmati,Dirt,Like New (used few times),7months,82,465000,25,250,,13000
mahindra,rodeo,Bagmati,Scooty,Excellent,2.5 year,46,35000,32,125,,24890
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),6 month,91,250000,40,160,2017,2.3k
yamaha,fascino,Bagmati,Scooty,Excellent,2 years,70,110000,30,115,2015,21500
honda,aviator,Bagmati,Cruiser,Excellent,,55,125000,,,,
yamaha,UnKnown,Bagmati,Standard,Like New (used few times),10 months,89,280000,,,,8000
ktm,duke,Bagmati,Sports,Excellent,,62,280000,26,390,,20000
honda,shine,Bagmati,Standard,Excellent,6 Years,39,80000,55,125,2011,40000
UnKnown,UnKnown,Bagmati,Sports,Excellent,2 years only,76,185000,48,150,2016,27000
yamaha,fascino,Bagmati,Scooty,Like New (used few times),,86,130000,38,113,2017,8100
hero,splendor,Bagmati,Standard,Excellent,,38,60000,50,125,2009,27000
UnKnown,UnKnown,Bagmati,Sports,Good/Fair,,30,75000,35,200,2009,55000
enfield,classic,Bagmati,Standard,Like New (used few times),,87,400000,,350,2017,8000
yamaha,fz,Bagmati,Standard,Like New (used few times),,61,118000,40,150,2013,15000
UnKnown,UnKnown,Bagmati,Standard,Like New (used few times),2 year,59,121500,40,150,2013,180000
suzuki,gixxer,Bagmati,Standard,Excellent,,71,139999,,150,,
hero,cbz,Bagmati,Standard,Good/Fair,,65,120000,,150,,
bajaj,avenger,Bagmati,Cruiser,Excellent,,75,165000,,150,,15000
